"id" "session" "task_type" "temp_ori" "trial" "E2" "chosen" "choice_certain" "indiff" "item_liking" "payoff_liking"
"265" "PM9HIHI1" "1" "Hypothetical" "Retrospective" "6" 75 "Item" 4 32.4375 3 5
"266" "PM9HIHI2" "2" "Hypothetical" "Retrospective" "1" 75 "Item" 4 16.4375 3 4
"267" "PM9HIHI2" "2" "Hypothetical" "Retrospective" "3" 270 "Payoff" 5 24.4375 3 5
"268" "PM9HIHI2" "2" "Hypothetical" "Retrospective" "4" 175 "Payoff" 5 21.9375 3 5
"269" "PM9HIHI2" "2" "Hypothetical" "Retrospective" "5" 115 "Payoff" 5 19.9375 3 4
"270" "PM9HIHI2" "2" "Hypothetical" "Retrospective" "6" 45 "Item" 5 15.9375 3 4
"271" "SM14HCHC1" "1" "Hypothetical" "Prospective" "1" 115 "Payoff" 3 0.9375 5 3
"272" "SM14HCHC1" "1" "Hypothetical" "Prospective" "2" 175 "Payoff" 5 0.4375 4 2
"273" "SM14HCHC1" "1" "Hypothetical" "Prospective" "3" 270 "Payoff" 7 -0.0625 3 1
"274" "SM14HCHC1" "1" "Hypothetical" "Prospective" "4" 75 "Payoff" 5 8.9375 4 4
"275" "SM14HCHC1" "1" "Hypothetical" "Prospective" "6" 45 "Payoff" 6 11.9375 4 5
"276" "SM14HCHC2" "2" "Hypothetical" "Prospective" "1" 45 "Item" 7 8.9375 4 5
"277" "SM14HCHC2" "2" "Hypothetical" "Prospective" "3" 175 "Item" 5 4.9375 4 5
"278" "SM14HCHC2" "2" "Hypothetical" "Prospective" "4" 115 "Payoff" 6 4.8125 4 6
"279" "SM14HCHC2" "2" "Hypothetical" "Prospective" "5" 270 "Item" 7 0.9375 4 5
"280" "SM14HCHC2" "2" "Hypothetical" "Prospective" "6" 75 "Payoff" 7 6.8125 5 6
"281" "SM15HCHC1" "1" "Hypothetical" "Prospective" "1" 270 "Item" 5 4.1875 3 3
"282" "SM15HCHC1" "1" "Hypothetical" "Prospective" "2" 75 "Item" 7 9.9375 6 6
"283" "SM15HCHC1" "1" "Hypothetical" "Prospective" "3" 115 "Payoff" 6 4.9375 5 5
"284" "SM15HCHC1" "1" "Hypothetical" "Prospective" "4" 45 "Payoff" 7 12.4375 6 7
"285" "SM15HCHC1" "1" "Hypothetical" "Prospective" "5" 175 "Item" 3 4.9375 4 4
"286" "SM15HCHC2" "2" "Hypothetical" "Prospective" "1" 75 "Item" 3 9.9375 5 5
"287" "SM15HCHC2" "2" "Hypothetical" "Prospective" "2" 115 "Item" 3 9.9375 5 5
"288" "SM15HCHC2" "2" "Hypothetical" "Prospective" "3" 45 "Payoff" 6 11.9375 6 6
"289" "SM15HCHC2" "2" "Hypothetical" "Prospective" "5" 270 "Payoff" 6 0.0625 4 5
"290" "SM15HCHC2" "2" "Hypothetical" "Prospective" "6" 175 "Item" 3 9.9375 5 5
"291" "SM16HIHI1" "1" "Hypothetical" "Retrospective" "1" 115 "Item" 3 13.4375 7 7
"292" "SM16HIHI1" "1" "Hypothetical" "Retrospective" "2" 45 "Item" 4 14.1875 7 7
"293" "SM16HIHI1" "1" "Hypothetical" "Retrospective" "3" 175 "Payoff" 5 14.8125 7 7
"294" "SM16HIHI1" "1" "Hypothetical" "Retrospective" "4" 75 "Item" 5 14.6875 7 7
"295" "SM16HIHI1" "1" "Hypothetical" "Retrospective" "6" 270 "Item" 5 13.9375 7 7
"296" "SM16HIHI2" "2" "Hypothetical" "Retrospective" "1" 45 "Payoff" 5 14.4375 7 7
"297" "SM16HIHI2" "2" "Hypothetical" "Retrospective" "3" 115 "Item" 4 9.9375 6 7
"298" "SM16HIHI2" "2" "Hypothetical" "Retrospective" "4" 175 "Item" 5 9.9375 5 7
"299" "SM16HIHI2" "2" "Hypothetical" "Retrospective" "5" 270 "Item" 4 9.9375 5 7
"300" "SM16HIHI2" "2" "Hypothetical" "Retrospective" "6" 75 "Item" 6 13.9375 7 7
"301" "SM17HCRC1" "1" "Hypothetical" "Prospective" "1" 75 "Item" 5 3.9375 4 6
"302" "SM17HCRC1" "1" "Hypothetical" "Prospective" "2" 45 "Item" 5 4.1875 6 7
"303" "SM17HCRC1" "1" "Hypothetical" "Prospective" "3" 175 "Item" 4 2.9375 5 6
"304" "SM17HCRC1" "1" "Hypothetical" "Prospective" "5" 115 "Item" 5 2.9375 4 6
"305" "SM17HCRC1" "1" "Hypothetical" "Prospective" "6" 270 "Payoff" 4 1.1875 3 6
"306" "SM17HCRC2" "2" "Real" "Prospective" "1" 270 "Item" 5 4.4375 5 7
"307" "SM17HCRC2" "2" "Real" "Prospective" "3" 175 "Payoff" 6 4.9375 5 7
"308" "SM17HCRC2" "2" "Real" "Prospective" "4" 115 "Payoff" 6 4.9375 4 7
"309" "SM17HCRC2" "2" "Real" "Prospective" "5" 45 "Payoff" 7 6.9375 6 7
"310" "SM17HCRC2" "2" "Real" "Prospective" "6" 75 "Payoff" 7 5.9375 6 7
"311" "SM20HIHI1" "1" "Hypothetical" "Retrospective" "1" 270 "Item" 3 72.5 7 5
"312" "SM20HIHI1" "1" "Hypothetical" "Retrospective" "2" 115 "Item" 5 72.5 6 6
"313" "SM20HIHI1" "1" "Hypothetical" "Retrospective" "3" 45 "Item" 2 23.6875 5 6
"314" "SM20HIHI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 7 29.9375 7 6
"315" "SM20HIHI1" "1" "Hypothetical" "Retrospective" "6" 75 "Item" 5 23.9375 6 6
"316" "SM20HIHI2" "2" "Hypothetical" "Retrospective" "2" 75 "Item" 3 24.9375 6 3
"317" "SM20HIHI2" "2" "Hypothetical" "Retrospective" "3" 270 "Item" 6 72.5 6 7
"318" "SM20HIHI2" "2" "Hypothetical" "Retrospective" "4" 45 "Item" 4 18.9375 5 4
"319" "SM20HIHI2" "2" "Hypothetical" "Retrospective" "5" 175 "Payoff" 7 14.9375 6 7
"320" "SM20HIHI2" "2" "Hypothetical" "Retrospective" "6" 115 "Item" 5 19.9375 6 6
"321" "SM21HIRI1" "1" "Hypothetical" "Retrospective" "2" 115 "Payoff" 6 4.9375 2 5
"322" "SM21HIRI1" "1" "Hypothetical" "Retrospective" "3" 175 "Item" 5 3.9375 3 3
"323" "SM21HIRI1" "1" "Hypothetical" "Retrospective" "4" 45 "Item" 7 9.9375 5 6
"324" "SM21HIRI1" "1" "Hypothetical" "Retrospective" "5" 75 "Item" 5 7.9375 5 5
"325" "SM21HIRI1" "1" "Hypothetical" "Retrospective" "6" 270 "Payoff" 6 0.9375 2 3
"326" "SM21HIRI2" "2" "Real" "Retrospective" "1" 75 "Item" 4 9.9375 3 2
"327" "SM21HIRI2" "2" "Real" "Retrospective" "2" 45 "Item" 3 9.9375 4 4
"328" "SM21HIRI2" "2" "Real" "Retrospective" "4" 115 "Item" 5 9.9375 3 4
"329" "SM21HIRI2" "2" "Real" "Retrospective" "5" 270 "Payoff" 6 29.8125 2 5
"330" "SM21HIRI2" "2" "Real" "Retrospective" "6" 175 "Item" 4 11.9375 4 3
"331" "SM23HCHC1" "1" "Hypothetical" "Prospective" "1" 115 "Payoff" 4 12.6875 7 6
"332" "SM23HCHC1" "1" "Hypothetical" "Prospective" "2" 75 "Item" 3 13.1875 7 7
"333" "SM23HCHC1" "1" "Hypothetical" "Prospective" "3" 175 "Payoff" 4 10.9375 6 7
"334" "SM23HCHC1" "1" "Hypothetical" "Prospective" "4" 270 "Item" 5 9.9375 5 6
"335" "SM23HCHC1" "1" "Hypothetical" "Prospective" "5" 45 "Item" 2 13.1875 7 7
"336" "SM23HCHC2" "2" "Hypothetical" "Prospective" "2" 75 "Item" 3 10.6875 6 7
"337" "SM23HCHC2" "2" "Hypothetical" "Prospective" "3" 175 "Item" 3 9.9375 6 7
"338" "SM23HCHC2" "2" "Hypothetical" "Prospective" "4" 270 "Payoff" 5 7.9375 7 7
"339" "SM23HCHC2" "2" "Hypothetical" "Prospective" "5" 115 "Item" 3 12.9375 6 7
"340" "SM23HCHC2" "2" "Hypothetical" "Prospective" "6" 45 "Item" 3 15.9375 7 7
"341" "SM26HCRC1" "1" "Hypothetical" "Prospective" "2" 75 "Payoff" 5 12.4375 6 6
"342" "SM26HCRC1" "1" "Hypothetical" "Prospective" "3" 175 "Payoff" 4 12.4375 5 7
"343" "SM26HCRC1" "1" "Hypothetical" "Prospective" "4" 45 "Payoff" 5 12.4375 7 7
"344" "SM26HCRC1" "1" "Hypothetical" "Prospective" "5" 270 "Item" 3 9.9375 4 7
"345" "SM26HCRC1" "1" "Hypothetical" "Prospective" "6" 115 "Payoff" 4 12.4375 7 7
"346" "SM26HCRC2" "2" "Real" "Prospective" "1" 75 "Item" 6 14.9375 6 6
"347" "SM26HCRC2" "2" "Real" "Prospective" "3" 270 "Payoff" 4 12.4375 5 7
"348" "SM26HCRC2" "2" "Real" "Prospective" "4" 115 "Item" 6 14.9375 6 7
"349" "SM26HCRC2" "2" "Real" "Prospective" "5" 175 "Item" 5 12.9375 5 7
"350" "SM26HCRC2" "2" "Real" "Prospective" "6" 45 "Item" 5 14.9375 7 7
"351" "SM28HIHI1" "1" "Hypothetical" "Retrospective" "1" 175 "Item" 3 4.4375 3 4
"352" "SM28HIHI1" "1" "Hypothetical" "Retrospective" "2" 270 "Item" 4 3.4375 2 3
"353" "SM28HIHI1" "1" "Hypothetical" "Retrospective" "4" 115 "Item" 3 3.9375 4 3
"354" "SM28HIHI1" "1" "Hypothetical" "Retrospective" "5" 45 "Payoff" 5 4.9375 4 5
"355" "SM28HIHI1" "1" "Hypothetical" "Retrospective" "6" 75 "Payoff" 3 3.4375 3 2
"356" "SM28HIHI2" "2" "Hypothetical" "Retrospective" "1" 175 "Item" 4 13.4375 3 5
"357" "SM28HIHI2" "2" "Hypothetical" "Retrospective" "2" 75 "Payoff" 4 12.4375 4 3
"358" "SM28HIHI2" "2" "Hypothetical" "Retrospective" "3" 270 "Item" 7 10.4375 4 6
"359" "SM28HIHI2" "2" "Hypothetical" "Retrospective" "4" 115 "Item" 4 13.9375 2 3
"360" "SM28HIHI2" "2" "Hypothetical" "Retrospective" "6" 45 "Item" 5 14.4375 4 4
"361" "SM29HCRC1" "1" "Hypothetical" "Prospective" "2" 75 "Payoff" 4 4.9375 2 3
"362" "SM29HCRC1" "1" "Hypothetical" "Prospective" "3" 45 "Item" 3 11.9375 2 4
"363" "SM29HCRC1" "1" "Hypothetical" "Prospective" "4" 115 "Payoff" 2 -0.1875 1 1
"364" "SM29HCRC1" "1" "Hypothetical" "Prospective" "5" 270 "Payoff" 2 -1.1875 1 1
"365" "SM29HCRC1" "1" "Hypothetical" "Prospective" "6" 175 "Payoff" 5 1.5625 1 2
"366" "SM29HCRC2" "2" "Real" "Prospective" "1" 175 "Item" 7 4.9375 1 3
"367" "SM29HCRC2" "2" "Real" "Prospective" "2" 270 "Payoff" 7 -0.0625 1 2
"368" "SM29HCRC2" "2" "Real" "Prospective" "3" 115 "Item" 6 4.9375 2 4
"369" "SM29HCRC2" "2" "Real" "Prospective" "4" 45 "Payoff" 5 4.8125 2 3
"370" "SM29HCRC2" "2" "Real" "Prospective" "5" 75 "Payoff" 6 13.5625 2 6
"371" "SM30HIRI1" "1" "Hypothetical" "Retrospective" "1" 175 "Payoff" 6 11.9375 7 6
"372" "SM30HIRI1" "1" "Hypothetical" "Retrospective" "2" 45 "Item" 2 14.4375 6 3
"373" "SM30HIRI1" "1" "Hypothetical" "Retrospective" "4" 115 "Payoff" 7 11.9375 6 6
"374" "SM30HIRI1" "1" "Hypothetical" "Retrospective" "5" 270 "Item" 2 9.9375 6 2
"375" "SM30HIRI1" "1" "Hypothetical" "Retrospective" "6" 75 "Payoff" 7 12.4375 6 6
"376" "SM30HIRI2" "2" "Real" "Retrospective" "1" 175 "Payoff" 6 12.4375 5 5
"377" "SM30HIRI2" "2" "Real" "Retrospective" "2" 45 "Item" 4 10.4375 5 3
"378" "SM30HIRI2" "2" "Real" "Retrospective" "4" 75 "Item" 2 10.4375 6 2
"379" "SM30HIRI2" "2" "Real" "Retrospective" "5" 115 "Payoff" 6 12.4375 6 6
"380" "SM30HIRI2" "2" "Real" "Retrospective" "6" 270 "Item" 2 14.9375 6 2
"381" "SM31HIRI1" "1" "Hypothetical" "Retrospective" "1" 45 "Item" 4 11.4375 6 5
"382" "SM31HIRI1" "1" "Hypothetical" "Retrospective" "3" 75 "Item" 3 14.9375 6 6
"383" "SM31HIRI1" "1" "Hypothetical" "Retrospective" "4" 270 "Item" 7 72.5 5 7
"384" "SM31HIRI1" "1" "Hypothetical" "Retrospective" "5" 115 "Payoff" 5 21.9375 5 7
"385" "SM31HIRI1" "1" "Hypothetical" "Retrospective" "6" 175 "Payoff" 6 34.8125 5 7
"386" "SM31HIRI2" "2" "Real" "Retrospective" "1" 175 "Item" 4 29.9375 6 5
"387" "SM31HIRI2" "2" "Real" "Retrospective" "2" 270 "Item" 6 72.5 6 7
"388" "SM31HIRI2" "2" "Real" "Retrospective" "3" 75 "Payoff" 3 19.9375 6 6
"389" "SM31HIRI2" "2" "Real" "Retrospective" "4" 45 "Item" 3 19.9375 6 4
"390" "SM31HIRI2" "2" "Real" "Retrospective" "5" 115 "Item" 4 29.9375 6 5
"391" "SM32HIHI1" "1" "Hypothetical" "Retrospective" "1" 75 "Item" 4 14.9375 5 5
"392" "SM32HIHI1" "1" "Hypothetical" "Retrospective" "2" 45 "Item" 5 14.9375 3 5
"393" "SM32HIHI1" "1" "Hypothetical" "Retrospective" "3" 270 "Item" 3 14.9375 3 5
"394" "SM32HIHI1" "1" "Hypothetical" "Retrospective" "5" 175 "Item" 3 14.9375 4 5
"395" "SM32HIHI1" "1" "Hypothetical" "Retrospective" "6" 115 "Item" 2 14.9375 3 6
"396" "SM32HIHI2" "2" "Hypothetical" "Retrospective" "1" 75 "Item" 4 14.9375 3 6
"397" "SM32HIHI2" "2" "Hypothetical" "Retrospective" "3" 175 "Item" 3 14.9375 3 5
"398" "SM32HIHI2" "2" "Hypothetical" "Retrospective" "4" 115 "Item" 4 14.9375 3 4
"399" "SM32HIHI2" "2" "Hypothetical" "Retrospective" "5" 45 "Item" 5 14.9375 3 4
"400" "SM32HIHI2" "2" "Hypothetical" "Retrospective" "6" 270 "Item" 4 14.9375 3 5
"401" "SM33HIHI1" "1" "Hypothetical" "Retrospective" "1" 270 "Item" 3 72.5 7 4
"402" "SM33HIHI1" "1" "Hypothetical" "Retrospective" "3" 115 "Item" 1 72.5 7 1
"403" "SM33HIHI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 1 72.5 7 1
"404" "SM33HIHI1" "1" "Hypothetical" "Retrospective" "5" 45 "Item" 1 72.5 7 2
"405" "SM33HIHI1" "1" "Hypothetical" "Retrospective" "6" 75 "Item" 1 72.5 7 2
"406" "SM33HIHI2" "2" "Hypothetical" "Retrospective" "1" 175 "Item" 3 72.5 7 3
"407" "SM33HIHI2" "2" "Hypothetical" "Retrospective" "2" 75 "Item" 1 72.5 7 2
"408" "SM33HIHI2" "2" "Hypothetical" "Retrospective" "3" 115 "Item" 2 72.5 7 2
"409" "SM33HIHI2" "2" "Hypothetical" "Retrospective" "4" 45 "Item" 1 72.5 7 1
"410" "SM33HIHI2" "2" "Hypothetical" "Retrospective" "5" 270 "Item" 3 72.5 7 3
"411" "SM36HIRI1" "1" "Hypothetical" "Retrospective" "1" 115 "Payoff" 4 5.1875 6 5
"412" "SM36HIRI1" "1" "Hypothetical" "Retrospective" "3" 45 "Payoff" 5 7.4375 6 5
"413" "SM36HIRI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 2 1.9375 4 2
"414" "SM36HIRI1" "1" "Hypothetical" "Retrospective" "5" 270 "Item" 2 1.0625 7 1
"415" "SM36HIRI1" "1" "Hypothetical" "Retrospective" "6" 75 "Item" 4 8.6875 6 5
"416" "SM36HIRI2" "2" "Real" "Retrospective" "1" 270 "Payoff" 4 6.8125 5 3
"417" "SM36HIRI2" "2" "Real" "Retrospective" "2" 175 "Item" 4 6.8125 5 4
"418" "SM36HIRI2" "2" "Real" "Retrospective" "4" 75 "Item" 5 6.4375 5 5
"419" "SM36HIRI2" "2" "Real" "Retrospective" "5" 45 "Payoff" 5 5.9375 6 5
"420" "SM36HIRI2" "2" "Real" "Retrospective" "6" 115 "Item" 5 5.6875 6 5
"421" "SM37HCRC1" "1" "Hypothetical" "Prospective" "1" 270 "Payoff" 5 -2.1875 2 4
"422" "SM37HCRC1" "1" "Hypothetical" "Prospective" "3" 75 "Item" 4 -3.9375 1 2
"423" "SM37HCRC1" "1" "Hypothetical" "Prospective" "4" 175 "Item" 4 -3.9375 1 3
"424" "SM37HCRC1" "1" "Hypothetical" "Prospective" "5" 115 "Item" 4 -3.3125 1 3
"425" "SM37HCRC1" "1" "Hypothetical" "Prospective" "6" 45 "Payoff" 6 -1.9375 3 5
"426" "SM37HCRC2" "2" "Real" "Prospective" "1" 270 "Payoff" 5 -7.8125 1 3
"427" "SM37HCRC2" "2" "Real" "Prospective" "2" 75 "Item" 3 -8.3125 2 3
"428" "SM37HCRC2" "2" "Real" "Prospective" "3" 175 "Payoff" 4 -8.3125 2 1
"429" "SM37HCRC2" "2" "Real" "Prospective" "4" 115 "Item" 4 -7.8125 1 2
"430" "SM37HCRC2" "2" "Real" "Prospective" "5" 45 "Item" 4 -4.8125 3 3
"431" "SM38HCRC1" "1" "Hypothetical" "Prospective" "1" 175 "Item" 6 9.9375 3 6
"432" "SM38HCRC1" "1" "Hypothetical" "Prospective" "3" 270 "Item" 6 4.9375 2 5
"433" "SM38HCRC1" "1" "Hypothetical" "Prospective" "4" 45 "Payoff" 5 15.0625 6 5
"434" "SM38HCRC1" "1" "Hypothetical" "Prospective" "5" 115 "Payoff" 6 14.9375 6 6
"435" "SM38HCRC1" "1" "Hypothetical" "Prospective" "6" 75 "Item" 5 14.9375 5 4
"436" "SM38HCRC2" "2" "Real" "Prospective" "1" 45 "Item" 5 13.9375 4 5
"437" "SM38HCRC2" "2" "Real" "Prospective" "3" 115 "Item" 6 7.9375 3 5
"438" "SM38HCRC2" "2" "Real" "Prospective" "4" 175 "Payoff" 6 5.9375 3 5
"439" "SM38HCRC2" "2" "Real" "Prospective" "5" 75 "Item" 6 12.9375 5 5
"440" "SM38HCRC2" "2" "Real" "Prospective" "6" 270 "Item" 5 3.9375 4 4
"441" "SM39HIRI1" "1" "Hypothetical" "Retrospective" "1" 175 "Item" 4 9.9375 6 4
"442" "SM39HIRI1" "1" "Hypothetical" "Retrospective" "2" 45 "Payoff" 5 11.9375 6 6
"443" "SM39HIRI1" "1" "Hypothetical" "Retrospective" "3" 115 "Item" 4 9.9375 5 4
"444" "SM39HIRI1" "1" "Hypothetical" "Retrospective" "5" 75 "Payoff" 4 11.9375 6 4
"445" "SM39HIRI1" "1" "Hypothetical" "Retrospective" "6" 270 "Item" 3 9.4375 5 2
"446" "SM39HIRI2" "2" "Real" "Retrospective" "1" 175 "Item" 7 29.9375 6 7
"447" "SM39HIRI2" "2" "Real" "Retrospective" "2" 270 "Payoff" 7 24.9375 6 7
"448" "SM39HIRI2" "2" "Real" "Retrospective" "3" 75 "Item" 6 72.5 7 7
"449" "SM39HIRI2" "2" "Real" "Retrospective" "5" 45 "Item" 5 29.9375 6 7
"450" "SM39HIRI2" "2" "Real" "Retrospective" "6" 115 "Payoff" 6 24.9375 5 5
"451" "SM3HIRI1" "1" "Hypothetical" "Retrospective" "1" 115 "Item" 4 3.4375 6 3
"452" "SM3HIRI1" "1" "Hypothetical" "Retrospective" "2" 75 "Item" 2 3.9375 5 2
"453" "SM3HIRI1" "1" "Hypothetical" "Retrospective" "3" 270 "Item" 6 2.9375 7 1
"454" "SM3HIRI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 3 3.9375 5 2
"455" "SM3HIRI1" "1" "Hypothetical" "Retrospective" "6" 45 "Item" 5 9.9375 6 4
"456" "SM3HIRI2" "2" "Real" "Retrospective" "1" 115 "Payoff" 5 4.9375 5 5
"457" "SM3HIRI2" "2" "Real" "Retrospective" "2" 75 "Payoff" 5 4.9375 4 5
"458" "SM3HIRI2" "2" "Real" "Retrospective" "3" 45 "Payoff" 5 4.9375 5 5
"459" "SM3HIRI2" "2" "Real" "Retrospective" "5" 175 "Payoff" 6 5.9375 3 4
"460" "SM3HIRI2" "2" "Real" "Retrospective" "6" 270 "Payoff" 5 5.9375 6 5
"461" "SM41HIHI1" "1" "Hypothetical" "Retrospective" "1" 270 "Payoff" 3 3.9375 7 7
"462" "SM41HIHI1" "1" "Hypothetical" "Retrospective" "2" 75 "Item" 3 3.9375 6 7
"463" "SM41HIHI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 2 72.5 7 7
"464" "SM41HIHI1" "1" "Hypothetical" "Retrospective" "5" 115 "Payoff" 2 4.9375 7 7
"465" "SM41HIHI1" "1" "Hypothetical" "Retrospective" "6" 45 "Payoff" 3 5.3125 6 6
"466" "SM41HIHI2" "2" "Hypothetical" "Retrospective" "1" 115 "Payoff" 4 6.3125 6 5
"467" "SM41HIHI2" "2" "Hypothetical" "Retrospective" "2" 45 "Payoff" 4 4.9375 3 5
"468" "SM41HIHI2" "2" "Hypothetical" "Retrospective" "3" 75 "Payoff" 6 7.9375 4 5
"469" "SM41HIHI2" "2" "Hypothetical" "Retrospective" "4" 175 "Payoff" 5 10.0625 6 5
"470" "SM41HIHI2" "2" "Hypothetical" "Retrospective" "6" 270 "Payoff" 6 0.1875 6 2
"471" "SM42HIRI1" "1" "Hypothetical" "Retrospective" "1" 75 "Item" 3 4.4375 6 3
"472" "SM42HIRI1" "1" "Hypothetical" "Retrospective" "3" 175 "Payoff" 7 -0.0625 4 1
"473" "SM42HIRI1" "1" "Hypothetical" "Retrospective" "4" 45 "Item" 7 5.6875 6 7
"474" "SM42HIRI1" "1" "Hypothetical" "Retrospective" "5" 270 "Item" 4 -2.5625 1 1
"475" "SM42HIRI1" "1" "Hypothetical" "Retrospective" "6" 115 "Payoff" 4 1.1875 4 5
"476" "SM42HIRI2" "2" "Real" "Retrospective" "2" 175 "Item" 3 -3.0625 2 1
"477" "SM42HIRI2" "2" "Real" "Retrospective" "3" 115 "Item" 3 -2.5625 2 1
"478" "SM42HIRI2" "2" "Real" "Retrospective" "4" 270 "Item" 5 -6.0625 1 1
"479" "SM42HIRI2" "2" "Real" "Retrospective" "5" 45 "Payoff" 3 -1.0625 2 2
"480" "SM42HIRI2" "2" "Real" "Retrospective" "6" 75 "Item" 4 -2.0625 1 1
"481" "SM43HIRI1" "1" "Hypothetical" "Retrospective" "1" 45 "Payoff" 6 0.9375 6 5
"482" "SM43HIRI1" "1" "Hypothetical" "Retrospective" "2" 270 "Payoff" 5 0.9375 6 5
"483" "SM43HIRI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 5 3.1875 6 4
"484" "SM43HIRI1" "1" "Hypothetical" "Retrospective" "5" 75 "Item" 6 2.9375 6 5
"485" "SM43HIRI1" "1" "Hypothetical" "Retrospective" "6" 115 "Item" 5 2.1875 6 4
"486" "SM43HIRI2" "2" "Real" "Retrospective" "1" 75 "Item" 5 2.9375 6 5
"487" "SM43HIRI2" "2" "Real" "Retrospective" "2" 115 "Item" 5 2.9375 6 4
"488" "SM43HIRI2" "2" "Real" "Retrospective" "4" 45 "Item" 4 2.9375 6 5
"489" "SM43HIRI2" "2" "Real" "Retrospective" "5" 175 "Payoff" 6 2.4375 6 6
"490" "SM43HIRI2" "2" "Real" "Retrospective" "6" 270 "Payoff" 4 1.9375 7 6
"491" "SM5HIRI1" "1" "Hypothetical" "Retrospective" "1" 75 "Payoff" 7 4.9375 7 7
"492" "SM5HIRI1" "1" "Hypothetical" "Retrospective" "2" 45 "Payoff" 7 3.4375 7 7
"493" "SM5HIRI1" "1" "Hypothetical" "Retrospective" "3" 270 "Item" 6 1.9375 7 5
"494" "SM5HIRI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 4 1.4375 7 5
"495" "SM5HIRI1" "1" "Hypothetical" "Retrospective" "6" 115 "Item" 3 1.9375 7 4
"496" "SM5HIRI2" "2" "Real" "Retrospective" "1" 270 "Payoff" 6 14.0625 7 7
"497" "SM5HIRI2" "2" "Real" "Retrospective" "2" 175 "Item" 5 10.9375 7 5
"498" "SM5HIRI2" "2" "Real" "Retrospective" "3" 45 "Payoff" 5 12.5625 5 7
"499" "SM5HIRI2" "2" "Real" "Retrospective" "4" 115 "Payoff" 6 13.8125 7 6
"500" "SM5HIRI2" "2" "Real" "Retrospective" "5" 75 "Item" 4 10.4375 5 4
"501" "SM6HCRC1" "1" "Hypothetical" "Prospective" "1" 270 "Payoff" 6 33.9375 3 5
"502" "SM6HCRC1" "1" "Hypothetical" "Prospective" "3" 175 "Item" 4 72.5 7 7
"503" "SM6HCRC1" "1" "Hypothetical" "Prospective" "4" 75 "Item" 4 72.5 7 7
"504" "SM6HCRC1" "1" "Hypothetical" "Prospective" "5" 45 "Item" 6 72.5 7 7
"505" "SM6HCRC1" "1" "Hypothetical" "Prospective" "6" 115 "Item" 2 40.4375 4 3
"506" "SM6HCRC2" "2" "Real" "Prospective" "1" 75 "Item" 6 72.5 7 2
"507" "SM6HCRC2" "2" "Real" "Prospective" "3" 175 "Item" 4 72.5 7 6
"508" "SM6HCRC2" "2" "Real" "Prospective" "4" 115 "Item" 5 72.5 7 6
"509" "SM6HCRC2" "2" "Real" "Prospective" "5" 270 "Item" 4 72.5 7 7
"510" "SM6HCRC2" "2" "Real" "Prospective" "6" 45 "Item" 4 72.5 7 6
"511" "SM7HCRC1" "1" "Hypothetical" "Prospective" "1" 270 "Item" 2 2.9375 4 2
"512" "SM7HCRC1" "1" "Hypothetical" "Prospective" "3" 115 "Payoff" 6 3.9375 4 6
"513" "SM7HCRC1" "1" "Hypothetical" "Prospective" "4" 45 "Item" 2 4.9375 5 2
"514" "SM7HCRC1" "1" "Hypothetical" "Prospective" "5" 175 "Item" 1 3.9375 4 2
"515" "SM7HCRC1" "1" "Hypothetical" "Prospective" "6" 75 "Item" 2 3.9375 4 2
"516" "SM7HCRC2" "2" "Real" "Prospective" "1" 270 "Payoff" 6 5.4375 4 7
"517" "SM7HCRC2" "2" "Real" "Prospective" "2" 175 "Payoff" 6 5.9375 4 7
"518" "SM7HCRC2" "2" "Real" "Prospective" "4" 45 "Payoff" 6 6.9375 6 7
"519" "SM7HCRC2" "2" "Real" "Prospective" "5" 115 "Payoff" 6 5.9375 4 7
"520" "SM7HCRC2" "2" "Real" "Prospective" "6" 75 "Payoff" 6 6.9375 6 7
"521" "WS10HCRC1" "1" "Hypothetical" "Prospective" "1" 45 "Item" 2 11.9375 6 5
"522" "WS10HCRC1" "1" "Hypothetical" "Prospective" "2" 115 "Payoff" 6 8.8125 5 5
"523" "WS10HCRC1" "1" "Hypothetical" "Prospective" "4" 175 "Payoff" 5 12.4375 3 6
"524" "WS10HCRC1" "1" "Hypothetical" "Prospective" "5" 75 "Item" 5 5.6875 6 5
"525" "WS10HCRC1" "1" "Hypothetical" "Prospective" "6" 270 "Payoff" 5 6.1875 2 6
"526" "WS10HCRC2" "2" "Real" "Prospective" "1" 75 "Payoff" 4 9.8125 5 5
"527" "WS10HCRC2" "2" "Real" "Prospective" "2" 45 "Item" 5 10.8125 3 6
"528" "WS10HCRC2" "2" "Real" "Prospective" "3" 175 "Payoff" 5 5.1875 2 4
"529" "WS10HCRC2" "2" "Real" "Prospective" "5" 270 "Payoff" 1 -51.5 4 1
"530" "WS10HCRC2" "2" "Real" "Prospective" "6" 115 "Item" 6 8.1875 3 6
"531" "WS11HCHC1" "1" "Hypothetical" "Prospective" "1" 115 "Item" 3 39.9375 7 3
